name,type,set_name,set_code,set_rarity
Skill Successor,Trap Card,Battle Pack 3: Monster League,BP03-EN214,Common (C)
Skill Successor,Trap Card,Battle Pack 3: Monster League,BP03-EN214,Shatterfoil Rare (SHR)
Skill Successor,Trap Card,Battle Pack: Epic Dawn,BP01-EN102,Common (C)
Skill Successor,Trap Card,Battle Pack: Epic Dawn,BP01-EN102,Starfoil Rare (SFR)
Skill Successor,Trap Card,Duel Terminal 5a,DT05-EN047,Duel Terminal Normal Parallel (DNPR)
Skill Successor,Trap Card,Duel Terminal 5a,DT05-EN047,Duel Terminal Normal Parallel Rare (DNPR)
Skill Successor,Trap Card,Duelist Pack: Yusei 2,DP09-EN026,Rare (R)
Skill Successor,Trap Card,Realm of Light Structure Deck,SDLI-EN034,Common (C)
Skill Successor,Trap Card,Speed Duel Starter Decks: Match of the Millennium,SS04-ENB29,Common (C)
Skilled Blue Magician,Effect Monster,Secrets of Eternity,SECE-EN032,Super Rare (SR)
Skilled Blue Magician,Effect Monster,Secrets of Eternity: Super Edition,SECE-ENS07,Super Rare (SR)
Skilled Dark Magician,Effect Monster,Dark Revelation Volume 1,DR1-EN120,Rare (R)
Skilled Dark Magician,Effect Monster,Duelist League 15 participation cards,DL15-EN001,Rare (R)
Skilled Dark Magician,Effect Monster,Legendary Dragon Decks,LEDD-ENA06,Common (C)
Skilled Dark Magician,Effect Monster,Magician's Force,MFC-065,Super Rare (SR)
Skilled Dark Magician,Effect Monster,Spellcaster's Command Structure Deck,SDSC-EN007,Common (C)
Skilled Dark Magician,Effect Monster,Starter Deck: Yugi Reloaded,YSYR-EN013,Common (C)
Skilled Dark Magician,Effect Monster,Structure Deck: Spellcaster's Judgment,SD6-EN006,Common (C)
Skilled Dark Magician,Effect Monster,Structure Deck: Yugi Muto,SDMY-EN021,Common (C)
Skilled Dark Magician,Effect Monster,Tournament Pack 7,TP7-EN012,Common (C)
Skilled Dark Magician,Effect Monster,Yugi's Legendary Decks,YGLD-ENC19,Common (C)
Skilled Red Magician,Effect Monster,Dimension of Chaos,DOCS-EN036,Rare (R)
Skilled White Magician,Effect Monster,Battle Pack: Epic Dawn,BP01-EN131,Common (C)
Skilled White Magician,Effect Monster,Battle Pack: Epic Dawn,BP01-EN131,Starfoil Rare (SFR)
Skilled White Magician,Effect Monster,Dark Revelation Volume 1,DR1-EN119,Rare (R)
Skilled White Magician,Effect Monster,Magician's Force,MFC-064,Super Rare (SR)
Skilled White Magician,Effect Monster,Starter Deck: Yugi Reloaded,YSYR-EN012,Common (C)
Skilled White Magician,Effect Monster,Structure Deck: Yugi Muto,SDMY-EN022,Common (C)
Skilled White Magician,Effect Monster,Tournament Pack 7,TP7-EN013,Common (C)
Skilled White Magician,Effect Monster,Yugi's Legendary Decks,YGLD-ENC20,Common (C)
Skreech,Effect Monster,Gladiator's Assault,GLAS-EN086,Secret Rare (ScR)
Skreech,Effect Monster,Realm of the Sea Emperor Structure Deck,SDRE-EN015,Common (C)
Skreech,Effect Monster,Speed Duel: Scars of Battle,SBSC-EN014,Common (C)
Skull Archfiend of Lightning,Effect Monster,Battle Pack: Epic Dawn,BP01-EN006,Rare (R)
Skull Archfiend of Lightning,Effect Monster,Battle Pack: Epic Dawn,BP01-EN006,Starfoil Rare (SFR)
Skull Archfiend of Lightning,Effect Monster,Dark Crisis,DCR-073,Ultra Rare (UR)
Skull Archfiend of Lightning,Effect Monster,Dark Crisis,DCR-EN073,Ultra Rare (UR)
Skull Archfiend of Lightning,Effect Monster,Dark Revelation Volume 1,DR1-EN235,Ultra Rare (UR)
Skull Conductor,Effect Monster,Absolute Powerforce,ABPF-EN098,Rare (R)
Skull Conductor,Effect Monster,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN209,Common (C)
Skull Dice,Trap Card,Event Pack Speed Duel,EVSD-EN004,Common (C)
Skull Dice,Trap Card,Gold Series 4: Pyramids Edition,GLD4-EN046,Common (C)
Skull Dice,Trap Card,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN074,Common (C)
Skull Dice,Trap Card,Speed Duel Starter Decks: Duelists of Tomorrow,SS02-ENB17,Common (C)
Skull Dice,Trap Card,Yu-Gi-Oh! The Eternal Duelist Soul promotional cards,EDS-003,Prismatic Secret Rare (PScR)
Skull Dice,Trap Card,Yu-Gi-Oh! The Sacred Cards promotional cards,TSC-E003,Prismatic Secret Rare (PScR)
Skull Dog Marron,Normal Monster,Dark Revelation Volume 3,DR3-EN003,Common (C)
Skull Dog Marron,Normal Monster,Soul of the Duelist,SOD-EN003,Common (C)
Skull Flame,Effect Monster,Yu-Gi-Oh! 5D's Wheelie Breakers promotional cards,WB01-EN002,Super Rare (SR)
Skull Flame,Effect Monster,Yu-Gi-Oh! 5D's Wheelie Breakers Promotional Cards,WB01-EN002,Ultra Rare (UR)
Skull Guardian,Ritual Monster,Tournament Pack: 2nd Season,TP2-007,Rare (R)
Skull Invitation,Trap Card,Dark Beginning 1,DB1-EN175,Common (C)
Skull Invitation,Trap Card,Pharaoh's Servant,PSV-056,Rare (R)
Skull Invitation,Trap Card,Pharaoh's Servant,PSV-E056,Rare (R)
Skull Invitation,Trap Card,Pharaoh's Servant,PSV-EN056,Rare (R)
Skull Invitation,Trap Card,Retro Pack 2,RP02-EN014,Common (C)
Skull Invitation,Trap Card,Structure Deck: Marik (TCG),SDMA-EN031,Common (C)
Skull Knight,Fusion Monster,Metal Raiders,MRD-123,Common (C)
Skull Knight,Fusion Monster,Metal Raiders,MRD-E123,Common (C)
Skull Knight,Fusion Monster,Metal Raiders,MRD-EN123,Common (C)
Skull Knight,Fusion Monster,Speed Duel: Trials of the Kingdom,SBTK-EN029,Common (C)
Skull Knight #2,Effect Monster,Dark Beginning 2,DB2-EN129,Common (C)
Skull Knight #2,Effect Monster,Legacy of Darkness,LOD-006,Common (C)
Skull Knight #2,Effect Monster,Legacy of Darkness,LOD-EN006,Common (C)
Skull Kraken,Effect Monster,Generation Force,GENF-EN006,Common (C)
Skull Kraken,Effect Monster,Star Pack 2013,SP13-EN007,Common (C)
Skull Kraken,Effect Monster,Star Pack 2013,SP13-EN007,Starfoil Rare (SFR)
Skull Kraken,Effect Monster,War of the Giants Reinforcements,WGRT-EN041,Common (C)
Skull Kraken,Effect Monster,War of the Giants: Round 2,BPW2-EN041,Common (C)
Skull Lair,Trap Card,Dark Beginning 2,DB2-EN016,Common (C)
Skull Lair,Trap Card,Labyrinth of Nightmare,LON-082,Common (C)
Skull Lair,Trap Card,Labyrinth of Nightmare,LON-E082,Common (C)
Skull Lair,Trap Card,Labyrinth of Nightmare,LON-EN082,Common (C)
Skull Mariner,Normal Monster,Pharaoh's Servant,PSV-092,Common (C)
Skull Mariner,Normal Monster,Pharaoh's Servant,PSV-E092,Common (C)
Skull Mariner,Normal Monster,Pharaoh's Servant,PSV-EN092,Common (C)
Skull Meister,Effect Monster,Code of the Duelist Special Edition,COTD-ENSE1,Super Rare (SR)
Skull Meister,Effect Monster,Starstrike Blast,STBL-EN081,Secret Rare (ScR)
Skull Meister,Effect Monster,Structure Deck: Powercode Link,SDPL-EN013,Common (C)
Skull Red Bird,Normal Monster,Legend of Blue Eyes White Dragon,LOB-105,Common (C)
Skull Red Bird,Normal Monster,Legend of Blue Eyes White Dragon,LOB-E085,Common (C)
Skull Red Bird,Normal Monster,Legend of Blue Eyes White Dragon,LOB-EN105,Common (C)
Skull Red Bird,Normal Monster,Starter Deck: Kaiba,SDK-029,Common (C)
Skull Red Bird,Normal Monster,Starter Deck: Kaiba,SDK-E027,Common (C)
Skull Red Bird,Normal Monster,Starter Deck: Kaiba Evolution,SKE-010,Common (C)
Skull Servant,Normal Monster,Dark Beginning 1,DB1-EN101,Common (C)
Skull Servant,Normal Monster,Legend of Blue Eyes White Dragon,LOB-004,Common (C)
Skull Servant,Normal Monster,Legend of Blue Eyes White Dragon,LOB-E002,Common (C)
Skull Servant,Normal Monster,Legend of Blue Eyes White Dragon,LOB-EN004,Common (C)
Skull Servant,Normal Monster,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN219,Ultra Rare (UR)
Skull Servant,Normal Monster,OTS Tournament Pack 1,OP01-EN014,Short Print (SP)
Skull Servant,Normal Monster,Speed Duel: Arena of Lost Souls,SBLS-EN025,Common (C)
Skull Stalker,Normal Monster,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN017,Common (C)
Skull-Mark Ladybug,Effect Monster,Dark Revelation Volume 2,DR2-EN080,Common (C)
Skull-Mark Ladybug,Effect Monster,Invasion of Chaos,IOC-079,Short Print (SP)
Skull-Mark Ladybug,Effect Monster,Invasion of Chaos,IOC-EN079,Short Print (SP)
Skullbird,Fusion Monster,OTS Tournament Pack 2,OP02-EN022,Short Print (SP)
Sky Cavalry Centaurea,XYZ Monster,2015 Mega-Tin Mega Pack,MP15-EN225,Ultra Rare (UR)
Sky Cavalry Centaurea,XYZ Monster,Secrets of Eternity,SECE-EN052,Ultra Rare (UR)
Sky Dragon,Normal Monster,Tournament Pack: 2nd Season,TP2-029,Common (C)
Sky Dragoons of Draconia,Pendulum Normal Monster,Clash of Rebellions,CORE-EN000,Rare (R)
Sky Dragoons of Draconia,Pendulum Normal Monster,Clash of Rebellions Sneak Peek Participation Card,CORE-ENSP1,Ultra Rare (UR)
Sky Galloping Gaia the Dragon Champion,Fusion Monster,Millennium Pack,MIL1-EN010,Super Rare (SR)
Sky Iris,Spell Card,Legendary Dragon Decks,LEDD-ENC13,Common (C)
Sky Iris,Spell Card,Master of Pendulum Structure Deck,SDMP-EN025,Common (C)
Sky Iris,Spell Card,OTS Tournament Pack 3,OP03-EN009,Super Rare (SR)
Sky Scourge Enrise,Effect Monster,Force of the Breaker,FOTB-EN021,Super Rare (SR)
Sky Scourge Enrise,Effect Monster,Force of the Breaker,FOTB-EN021,Ultimate Rare (UtR)
Sky Scourge Invicil,Effect Monster,Force of the Breaker,FOTB-EN023,Super Rare (SR)
Sky Scourge Invicil,Effect Monster,Force of the Breaker,FOTB-EN023,Ultimate Rare (UtR)
Sky Scourge Norleras,Effect Monster,Force of the Breaker,FOTB-EN022,Super Rare (SR)
Sky Scourge Norleras,Effect Monster,Force of the Breaker,FOTB-EN022,Ultimate Rare (UtR)
Sky Scout,Normal Monster,Astral Pack Two,AP02-EN014,Short Print (SP)
Sky Scout,Normal Monster,Dark Beginning 1,DB1-EN094,Common (C)
Sky Scout,Normal Monster,Pharaoh's Servant,PSV-049,Common (C)
Sky Scout,Normal Monster,Pharaoh's Servant,PSV-E049,Common (C)
Sky Scout,Normal Monster,Pharaoh's Servant,PSV-EN049,Common (C)
Sky Scout,Normal Monster,Starter Deck: Joey,SDJ-011,Common (C)
Sky Striker Ace - Hayate,Link Monster,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN109,Prismatic Secret Rare (PScR)
Sky Striker Ace - Hayate,Link Monster,Cybernetic Horizon,CYHO-EN047,Super Rare (SR)
Sky Striker Ace - Hayate,Link Monster,OTS Tournament Pack 10,OP10-EN002,Ultimate Rare (UtR)
Sky Striker Ace - Hayate,Link Monster,OTS Tournament Pack 10 (POR),OP10-PT002,Ultimate Rare (UtR)
Sky Striker Ace - Kagari,Link Monster,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN257,Prismatic Secret Rare (PScR)
Sky Striker Ace - Kagari,Link Monster,Dark Saviors,DASA-EN027,Super Rare (SR)
Sky Striker Ace - Kagari,Link Monster,Duel Overload,DUOV-EN060,Ultra Rare (UR)
Sky Striker Ace - Kagari,Link Monster,Maximum Gold,MAGO-EN038,Premium Gold Rare 
Sky Striker Ace - Kagari,Link Monster,OTS Tournament Pack 8,OP08-EN002,Ultimate Rare (UtR)
Sky Striker Ace - Kagari,Link Monster,OTS Tournament Pack 8 (POR),OP08-PT002,Ultimate Rare (UtR)
Sky Striker Ace - Kaina,Link Monster,2020 Tin of Lost Memories Mega Pack,MP20-EN023,Prismatic Secret Rare (PScR)
Sky Striker Ace - Kaina,Link Monster,OTS Tournament Pack 11,OP11-EN002,Ultimate Rare (UtR)
Sky Striker Ace - Kaina,Link Monster,OTS Tournament Pack 11 (POR),OP11-PT002,Ultimate Rare (UtR)
Sky Striker Ace - Kaina,Link Monster,Savage Strike,SAST-EN055,Super Rare (SR)
Sky Striker Ace - Raye,Effect Monster,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN259,Prismatic Secret Rare (PScR)
Sky Striker Ace - Raye,Effect Monster,Battles of Legend: Hero's Revenge,BLHR-EN089,Secret Rare (ScR)
Sky Striker Ace - Raye,Effect Monster,Dark Saviors,DASA-EN029,Super Rare (SR)
Sky Striker Ace - Roze,Effect Monster,Ignition Assault,IGAS-EN020,Alternate Rare 
Sky Striker Ace - Roze,Effect Monster,Ignition Assault,IGAS-EN020,Starlight Rare 
Sky Striker Ace - Roze,Effect Monster,Ignition Assault,IGAS-EN020,Ultra Rare (UR)
Sky Striker Ace - Shizuku,Link Monster,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN258,Prismatic Secret Rare (PScR)
Sky Striker Ace - Shizuku,Link Monster,Dark Saviors,DASA-EN028,Super Rare (SR)
Sky Striker Ace - Shizuku,Link Monster,OTS Tournament Pack 9,OP09-EN003,Ultimate Rare (UtR)
Sky Striker Ace - Shizuku,Link Monster,OTS Tournament Pack 9 (POR),OP09-PT003,Ultimate Rare (UtR)
Sky Striker Ace - Zeke,Link Monster,Duel Overload,DUOV-EN024,Ultra Rare (UR)
Sky Striker Ace Token,Token,OTS Tournament Pack 8,OP08-EN026,Super Rare (SR)
Sky Striker Ace Token,Token,OTS Tournament Pack 8 (POR),OP08-PT026,Super Rare (SR)
Sky Striker Airspace - Area Zero,Spell Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN269,Common (C)
Sky Striker Airspace - Area Zero,Spell Card,Dark Saviors,DASA-EN039,Super Rare (SR)
Sky Striker Maneuver - Afterburners!,Spell Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN261,Super Rare (SR)
Sky Striker Maneuver - Afterburners!,Spell Card,Battles of Legend: Hero's Revenge,BLHR-EN091,Ultra Rare (UR)
Sky Striker Maneuver - Afterburners!,Spell Card,Dark Saviors,DASA-EN031,Secret Rare (ScR)
Sky Striker Maneuver - Jamming Waves!,Spell Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN262,Common (C)
Sky Striker Maneuver - Jamming Waves!,Spell Card,Dark Saviors,DASA-EN032,Secret Rare (ScR)
Sky Striker Maneuver - Scissors Cross,Spell Card,Ignition Assault,IGAS-EN062,Rare (R)
Sky Striker Maneuver - Scissors Cross,Spell Card,Ignition Assault Sneak Peek Participation Card,IGAS-ENSP1,Ultra Rare (UR)
Sky Striker Maneuver - Vector Blast,Spell Card,Soul Fusion,SOFU-EN061,Super Rare (SR)
Sky Striker Mecha - Eagle Booster,Spell Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN265,Common (C)
Sky Striker Mecha - Eagle Booster,Spell Card,Dark Saviors,DASA-EN035,Super Rare (SR)
Sky Striker Mecha - Hornet Drones,Spell Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN263,Common (C)
Sky Striker Mecha - Hornet Drones,Spell Card,Dark Saviors,DASA-EN033,Super Rare (SR)
Sky Striker Mecha - Shark Cannon,Spell Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN266,Common (C)
Sky Striker Mecha - Shark Cannon,Spell Card,Dark Saviors,DASA-EN036,Secret Rare (ScR)
Sky Striker Mecha - Widow Anchor,Spell Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN264,Ultra Rare (UR)
Sky Striker Mecha - Widow Anchor,Spell Card,Battles of Legend: Hero's Revenge,BLHR-EN092,Secret Rare (ScR)
Sky Striker Mecha - Widow Anchor,Spell Card,Dark Saviors,DASA-EN034,Secret Rare (ScR)
Sky Striker Mecha Modules - Multirole,Spell Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN268,Common (C)
Sky Striker Mecha Modules - Multirole,Spell Card,Dark Saviors,DASA-EN038,Secret Rare (ScR)
Sky Striker Mecharmory - Hercules Base,Spell Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN267,Common (C)
Sky Striker Mecharmory - Hercules Base,Spell Card,Dark Saviors,DASA-EN037,Super Rare (SR)
Sky Striker Mobilize - Engage!,Spell Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN260,Ultra Rare (UR)
Sky Striker Mobilize - Engage!,Spell Card,Battles of Legend: Hero's Revenge,BLHR-EN090,Secret Rare (ScR)
Sky Striker Mobilize - Engage!,Spell Card,Dark Saviors,DASA-EN030,Secret Rare (ScR)
Skyblaster Token,Token,,,
Skydive Scorcher,Spell Card,Duelist Saga,DUSA-EN029,Ultra Rare (UR)
Skypalace Gangaridai,XYZ Monster,Maximum Gold,MAGO-EN133,Rare (R)
Skypalace Gangaridai,XYZ Monster,Number Hunters,NUMH-EN045,Secret Rare (ScR)
Skyscraper,Spell Card,Cybernetic Revolution,CRV-EN048,Super Rare (SR)
Skyscraper,Spell Card,Cybernetic Revolution,CRV-EN048,Ultimate Rare (UtR)
Skyscraper,Spell Card,Dark Revelation Volume 4,DR04-EN048,Rare (R)
Skyscraper,Spell Card,Duelist Pack: Jaden Yuki,DP1-EN021,Rare (R)
Skyscraper,Spell Card,Gold Series 2009,GLD2-EN038,Common (C)
Skyscraper,Spell Card,Legendary Collection 2: The Duel Academy Years Mega Pack,LCGX-EN082,Common (C)
Skyscraper,Spell Card,Legendary Duelists: Magical Hero,LED6-EN021,Common (C)
Skyscraper 2 - Hero City,Spell Card,Duelist Pack: Jaden Yuki 3,DP06-EN014,Super Rare (SR)
Skyscraper 2 - Hero City,Spell Card,Legendary Collection 2: The Duel Academy Years Mega Pack,LCGX-EN097,Secret Rare (ScR)
Skyscraper 2 - Hero City,Spell Card,Strike of Neos,STON-EN048,Super Rare (SR)
Skyscraper 2 - Hero City,Spell Card,Strike of Neos,STON-EN048,Ultimate Rare (UtR)
Skystarray,Effect Monster,Generation Force,GENF-EN020,Rare (R)
Skystarray,Effect Monster,War of the Giants Reinforcements,WGRT-EN042,Common (C)
Skystarray,Effect Monster,War of the Giants: Round 2,BPW2-EN042,Common (C)
Slacker Magician,XYZ Monster,Cosmo Blazer,CBLZ-EN053,Rare (R)
Slash Draw,Spell Card,Battles of Legend: Relentless Revenge,BLRR-EN020,Ultra Rare (UR)
Slate Warrior,Flip Effect Monster,Battle Pack 2: War of the Giants,BP02-EN027,Mosaic Rare (MSR)
Slate Warrior,Flip Effect Monster,Battle Pack 2: War of the Giants,BP02-EN027,Rare (R)
Slate Warrior,Flip Effect Monster,Battle Pack 3: Monster League,BP03-EN013,Rare (R)
Slate Warrior,Flip Effect Monster,Battle Pack 3: Monster League,BP03-EN013,Shatterfoil Rare (SHR)
Slate Warrior,Flip Effect Monster,Battle Pack: Epic Dawn,BP01-EN121,Common (C)
Slate Warrior,Flip Effect Monster,Battle Pack: Epic Dawn,BP01-EN121,Starfoil Rare (SFR)
Slate Warrior,Flip Effect Monster,Duel Terminal 5a,DT05-EN011,Duel Terminal Normal Parallel (DNPR)
Slate Warrior,Flip Effect Monster,Duel Terminal 5a,DT05-EN011,Duel Terminal Normal Parallel Rare (DNPR)
Slate Warrior,Flip Effect Monster,Structure Deck: Lord of the Storm,SD8-EN005,Common (C)
Slate Warrior,Flip Effect Monster,Tournament Pack 8,TP8-EN003,Super Rare (SR)
Slate Warrior,Flip Effect Monster,Yu-Gi-Oh! The Falsebound Kingdom promotional cards,TFK-EN003,Super Rare (SR)
Slate Warrior,Flip Effect Monster,Yu-Gi-Oh! World Championship Tournament 2004 promotional cards,WC4-003,Prismatic Secret Rare (PScR)
Sleeping Lion,Normal Monster,Tournament Pack 6,TP6-EN017,Common (C)
Slifer the Sky Dragon,Effect Monster,2016 Mega-Tins,CT13-EN001,Secret Rare (ScR)
Slifer the Sky Dragon,Effect Monster,2019 Gold Sarcophagus Tin,TN19-EN008,Prismatic Secret Rare (PScR)
Slifer the Sky Dragon,Effect Monster,Battle Pack 2: War of the Giants,BP02-EN127,Mosaic Rare (MSR)
Slifer the Sky Dragon,Effect Monster,Legendary Decks II,LDK2-ENS01,Ultra Rare (UR)
Slifer the Sky Dragon,Effect Monster,Premium Gold,PGLD-EN032,Gold Secret Rare (GScR)
Slifer the Sky Dragon,Effect Monster,Weekly Shonen Jump Alpha July 2012 membership promotional card,JUMP-EN061,Ultra Rare (UR)
Slifer the Sky Dragon,Effect Monster,WSJ Jump Pack Fall 2017 promotional card,JMPS-EN005,Ultra Rare (UR)
Slifer the Sky Dragon,Effect Monster,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack,MVP1-EN057,Ultra Rare (UR)
Slifer the Sky Dragon,Effect Monster,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack Secret Edition,MVP1-ENS57,Secret Rare (ScR)
Slifer the Sky Dragon,Effect Monster,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack Secret Edition,MVP1-ENSV6,Ultra Rare (UR)
Slifer the Sky Dragon,Effect Monster,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack: Gold Edition,MVP1-ENG57,Gold Rare (GUR)
Slime Monster Token,Token,,,
Slime Toad,Normal Monster,McDonald's Promotional Cards,MP1-004,Common (C)
Slime Toad,Normal Monster,OTS Tournament Pack 3,OP03-EN015,Common (C)
Slip of Fortune,Trap Card,Ancient Prophecy,ANPR-EN069,Common (C)
Slip Summon,Trap Card,Duelist Pack: Yusei 2,DP09-EN028,Common (C)
Slip Summon,Trap Card,Stardust Overdrive,SOVR-EN063,Common (C)
Slot Machine,Normal Monster,Dark Beginning 1,DB1-EN014,Common (C)
Slot Machine,Normal Monster,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN172,Common (C)
Slot Machine,Normal Monster,Magic Ruler,MRL-028,Super Short Print 
Slot Machine,Normal Monster,Magic Ruler,MRL-E028,Super Short Print 
Slot Machine,Normal Monster,Speed Duel: Scars of Battle,SBSC-EN025,Common (C)
Slot Machine,Normal Monster,Spell Ruler,SRL-028,Super Short Print 
Slot Machine,Normal Monster,Spell Ruler,SRL-EN028,Super Short Print 
Slushy,Effect Monster,Abyss Rising,ABYR-EN083,Rare (R)
Slushy,Effect Monster,Astral Pack Two,AP02-EN007,Super Rare (SR)
Slushy,Effect Monster,Speed Duel Tournament Pack 2,STP2-EN013,Super Rare (SR)
Slushy,Effect Monster,Speed Duel: Attack from the Deep,SBAD-EN029,Common (C)
Small Piece Golem,Effect Monster,The Duelist Genesis,TDGS-EN006,Common (C)
Smashing Ground,Spell Card,2-Player Starter Deck: Yuya & Declan,YS15-END12,Common (C)
Smashing Ground,Spell Card,Champion Pack: Game Two,CP02-EN005,Super Rare (SR)
Smashing Ground,Spell Card,Dark Legion Starter Deck,YS15-ENL15,Shatterfoil Rare (SHR)
Smashing Ground,Spell Card,Dark Revelation Volume 2,DR2-EN094,Common (C)
Smashing Ground,Spell Card,Duel Terminal 3,DT03-EN043,Duel Terminal Rare Parallel Rare (DRPR)
Smashing Ground,Spell Card,Geargia Rampage Structure Deck,SDGR-EN025,Common (C)
Smashing Ground,Spell Card,Gold Series 3,GLD3-EN042,Gold Rare (GUR)
Smashing Ground,Spell Card,Invasion of Chaos,IOC-093,Short Print (SP)
Smashing Ground,Spell Card,Invasion of Chaos,IOC-EN093,Short Print (SP)
Smashing Ground,Spell Card,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN275,Ultra Rare (UR)
Smashing Ground,Spell Card,Lost Sanctuary Structure Deck,SDLS-EN026,Common (C)
Smashing Ground,Spell Card,Premium Gold: Return of the Bling,PGL2-EN075,Gold Rare (GUR)
Smashing Ground,Spell Card,Saber Force Starter Deck,YS15-ENF14,Shatterfoil Rare (SHR)
Smashing Ground,Spell Card,Starter Deck: Jaden Yuki,YSDJ-EN026,Common (C)
Smashing Ground,Spell Card,Starter Deck: Syrus Truesdale,YSDS-EN026,Common (C)
Smashing Ground,Spell Card,Starter Deck: Yu-Gi-Oh! 5D's,5DS1-EN024,Common (C)
Smashing Horn,Trap Card,Generation Force,GENF-EN089,Secret Rare (ScR)
Smile Action,Spell Card,Legendary Duelists: Magical Hero,LED6-EN048,Common (C)
Smile Potion,Trap Card,,,
Smile Universe,Spell Card,2018 Mega-Tin Mega Pack,MP18-EN072,Common (C)
Smile Universe,Spell Card,Code of the Duelist,COTD-EN056,Common (C)
Smile World,Spell Card,Starter Deck: Yuya,YS16-EN022,Common (C)
Smoke Grenade of the Thief,Spell Card,Dark Beginning 2,DB2-EN189,Common (C)
Smoke Grenade of the Thief,Spell Card,Legacy of Darkness,LOD-080,Short Print (SP)
Smoke Grenade of the Thief,Spell Card,Legacy of Darkness,LOD-EN080,Short Print (SP)
Smoke Grenade of the Thief,Spell Card,OTS Tournament Pack 14,OP14-EN009,Super Rare (SR)
Smoke Grenade of the Thief,Spell Card,OTS Tournament Pack 14 (POR),OP14-PT009,Super Rare (SR)
Smoke Mosquito,Effect Monster,,,
Snake Deity's Command,Trap Card,Tactical Evolution,TAEV-EN068,Rare (R)
Snake Fang,Trap Card,Magic Ruler,MRL-050,Common (C)
Snake Fang,Trap Card,Magic Ruler,MRL-E050,Common (C)
Snake Fang,Trap Card,Spell Ruler,SRL-050,Common (C)
Snake Fang,Trap Card,Spell Ruler,SRL-EN050,Common (C)
Snake Rain,Spell Card,Tactical Evolution,TAEV-EN052,Rare (R)
Snake Whistle,Trap Card,Tactical Evolution,TAEV-EN066,Common (C)
Snakeyashi,Normal Monster,OTS Tournament Pack 5,OP05-EN014,Short Print (SP)
Snapdragon,Effect Monster,Legacy of the Valiant,LVAL-EN094,Common (C)
Snatch Steal,Spell Card,Battle Pack: Epic Dawn,BP01-EN039,Rare (R)
Snatch Steal,Spell Card,Battle Pack: Epic Dawn,BP01-EN039,Starfoil Rare (SFR)
Snatch Steal,Spell Card,Dark Beginning 1,DB1-EN021,Ultra Rare (UR)
Snatch Steal,Spell Card,Magic Ruler,MRL-036,Ultra Rare (UR)
Snatch Steal,Spell Card,Magic Ruler,MRL-E036,Ultra Rare (UR)
Snatch Steal,Spell Card,Spell Ruler,SRL-036,Ultra Rare (UR)
Snatch Steal,Spell Card,Spell Ruler,SRL-EN036,Ultra Rare (UR)
Snatch Steal,Spell Card,Structure Deck: Blaze of Destruction,SD3-EN014,Common (C)
Snatch Steal,Spell Card,Structure Deck: Dragon's Roar,SD1-EN010,Common (C)
Snatch Steal,Spell Card,Structure Deck: Fury from the Deep,SD4-EN015,Common (C)
Snatch Steal,Spell Card,Structure Deck: Warrior's Triumph,SD5-EN019,Common (C)
Snatch Steal,Spell Card,Structure Deck: Zombie Madness,SD2-EN013,Common (C)
Sniffer Dragon,Effect Monster,2018 Mega-Tin Mega Pack,MP18-EN109,Common (C)
Sniffer Dragon,Effect Monster,Circuit Break,CIBR-EN008,Common (C)
Sniffer Dragon,Effect Monster,Star Pack VRAINS,SP18-EN026,Common (C)
Sniffer Dragon,Effect Monster,Star Pack VRAINS,SP18-EN026,Starfoil Rare (SFR)
Snipe Hunter,Effect Monster,Champion Pack: Game Three,CP03-EN004,Super Rare (SR)
Snipe Hunter,Effect Monster,Cyberdark Impact,CDIP-EN015,Common (C)
Snipe Hunter,Effect Monster,Dragons Collide Structure Deck,SDDC-EN018,Common (C)
Snipe Hunter,Effect Monster,Duel Terminal 4,DT04-EN051,Duel Terminal Normal Parallel (DNPR)
Snipe Hunter,Effect Monster,Duel Terminal 4,DT04-EN051,Duel Terminal Normal Parallel Rare (DNPR)
Snipe Hunter,Effect Monster,Gold Series 2009,GLD2-EN016,Common (C)
